panel_id,support,architecture,seed,best_epoch,best_validation_mse,pretrained_tensors,model_key,n_query_predictions,n_unique_vectors_at_1e-6,max_coordinate_std,all_finite,query_graphs_containing_y,n_go_edges,n_coexpression_edges
H01,2,scGPT,3407,3,0.011285223208529793,129.0,scGPT_seed3407,840,840,0.0010554196778684855,True,0,,
H01,2,GEARS,3407,3,0.01249092564229732,,GEARS_seed3407,840,811,0.05368850752711296,True,0,1261.0,4074.0
H01,2,scGPT,3408,7,0.011215749419415775,129.0,scGPT_seed3408,840,840,0.015655960887670517,True,0,,
H01,2,GEARS,3408,3,0.01288328866433838,,GEARS_seed3408,840,816,0.06439302116632462,True,0,1261.0,4074.0
H01,2,scGPT,3409,3,0.011413884916059349,129.0,scGPT_seed3409,840,840,0.022262997925281525,True,0,,
H01,2,GEARS,3409,3,0.012680902348264404,,GEARS_seed3409,840,812,0.061782073229551315,True,0,1261.0,4074.0
