n_bootstrap,n_task_clusters,safeconf_full_enrichment_mean,safeconf_full_enrichment_ci_low,safeconf_full_enrichment_ci_high,predicted_magnitude_enrichment_mean,predicted_magnitude_enrichment_ci_low,predicted_magnitude_enrichment_ci_high,combined_equal_enrichment_mean,combined_equal_enrichment_ci_low,combined_equal_enrichment_ci_high,combined_magnitude75_enrichment_mean,combined_magnitude75_enrichment_ci_low,combined_magnitude75_enrichment_ci_high,combined_safeconf75_enrichment_mean,combined_safeconf75_enrichment_ci_low,combined_safeconf75_enrichment_ci_high,combined_equal_minus_magnitude_mean,combined_equal_minus_magnitude_ci_low,combined_equal_minus_magnitude_ci_high,combined_equal_minus_safeconf_mean,combined_equal_minus_safeconf_ci_low,combined_equal_minus_safeconf_ci_high
1000,8057,4.850737266715514,4.588707041327759,5.103558762137567,6.500482790362605,6.269377774630716,6.740666311596033,5.689128568152011,5.450823999901484,5.9221125368668,6.250451819172584,6.008618788059776,6.5050220431133745,5.2189190338897475,4.960931968055958,5.450823999901484,-0.8113542222105918,-1.0171460825754743,-0.6075591369628526,0.8383913014364968,0.6757719515236222,1.0169910534514717
