source,score,n_tasks,spearman,top20_error_enrichment,top20_total_error_capture
sciPlex3_internal,model_disagreement,629.0,0.6555926306978352,1.1555481765621811,0.27844221955185167
sciPlex3_internal,predicted_magnitude,629.0,0.6974680470196898,1.1722581471343814,0.28215718766984216
sciPlex3_to_OpenProblems,model_disagreement,553.0,0.9930753274827195,1.6241911907333135,0.32601305998444446
sciPlex3_to_OpenProblems,predicted_magnitude,553.0,0.9935603320084823,1.6245987820429486,0.32609487306829527
sciPlex3_to_sciPlex4,model_disagreement,28.0,0.783798576902025,1.1895916217915026,0.2549124903838934
sciPlex3_to_sciPlex4,predicted_magnitude,28.0,0.8352490421455938,1.1842150396328885,0.25376036563561893
three_source_equal_macro,model_disagreement,,0.8108221783608599,1.3231103296956659,0.28645592330672986
three_source_equal_macro,predicted_magnitude,,0.8420924737245886,1.3270239896034062,0.28733747545791877
