record_id,dataset_name,fold_id,split,context,perturbation,predictor_name,task_key,true_error_rmse,source_csv,artifact_class,score_name,score_type,score_value
GEARS::frangieh::seed1::single::CCT3+ctrl,frangieh,1,test,GEARS_single_heldout,CCT3+ctrl,GEARS,frangieh::CCT3+ctrl,0.0613631457090377,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,2.4978484661365594
GEARS::frangieh::seed1::single::CCT3+ctrl,frangieh,1,test,GEARS_single_heldout,CCT3+ctrl,GEARS,frangieh::CCT3+ctrl,0.0613631457090377,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0178881415733618
GEARS::frangieh::seed1::single::CD58+ctrl,frangieh,1,test,GEARS_single_heldout,CD58+ctrl,GEARS,frangieh::CD58+ctrl,0.0300779715180397,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.2893378753963405
GEARS::frangieh::seed1::single::CD58+ctrl,frangieh,1,test,GEARS_single_heldout,CD58+ctrl,GEARS,frangieh::CD58+ctrl,0.0300779715180397,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0178931577581374
GEARS::frangieh::seed1::single::CKS1B+ctrl,frangieh,1,test,GEARS_single_heldout,CKS1B+ctrl,GEARS,frangieh::CKS1B+ctrl,0.0301730167120695,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.2943353761304643
GEARS::frangieh::seed1::single::CKS1B+ctrl,frangieh,1,test,GEARS_single_heldout,CKS1B+ctrl,GEARS,frangieh::CKS1B+ctrl,0.0301730167120695,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0178940707185347
GEARS::frangieh::seed1::single::FRZB+ctrl,frangieh,1,test,GEARS_single_heldout,FRZB+ctrl,GEARS,frangieh::FRZB+ctrl,0.0309658013284206,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.3313507209441258
GEARS::frangieh::seed1::single::FRZB+ctrl,frangieh,1,test,GEARS_single_heldout,FRZB+ctrl,GEARS,frangieh::FRZB+ctrl,0.0309658013284206,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0178839880768433
GEARS::frangieh::seed1::single::FSTL3+ctrl,frangieh,1,test,GEARS_single_heldout,FSTL3+ctrl,GEARS,frangieh::FSTL3+ctrl,0.0252401735633611,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.156072470403349
GEARS::frangieh::seed1::single::FSTL3+ctrl,frangieh,1,test,GEARS_single_heldout,FSTL3+ctrl,GEARS,frangieh::FSTL3+ctrl,0.0252401735633611,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0178916646989966
GEARS::frangieh::seed1::single::GSN+ctrl,frangieh,1,test,GEARS_single_heldout,GSN+ctrl,GEARS,frangieh::GSN+ctrl,0.0266513843089342,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.1919091572547522
GEARS::frangieh::seed1::single::GSN+ctrl,frangieh,1,test,GEARS_single_heldout,GSN+ctrl,GEARS,frangieh::GSN+ctrl,0.0266513843089342,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0178904959339274
GEARS::frangieh::seed1::single::KDR+ctrl,frangieh,1,test,GEARS_single_heldout,KDR+ctrl,GEARS,frangieh::KDR+ctrl,0.027250088751316,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.2073555658548427
GEARS::frangieh::seed1::single::KDR+ctrl,frangieh,1,test,GEARS_single_heldout,KDR+ctrl,GEARS,frangieh::KDR+ctrl,0.027250088751316,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0178851734733844
GEARS::frangieh::seed1::single::PABPC1+ctrl,frangieh,1,test,GEARS_single_heldout,PABPC1+ctrl,GEARS,frangieh::PABPC1+ctrl,0.053723644465208,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.9660521097405261
GEARS::frangieh::seed1::single::PABPC1+ctrl,frangieh,1,test,GEARS_single_heldout,PABPC1+ctrl,GEARS,frangieh::PABPC1+ctrl,0.053723644465208,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0178890713381586
GEARS::frangieh::seed1::single::PFN1+ctrl,frangieh,1,test,GEARS_single_heldout,PFN1+ctrl,GEARS,frangieh::PFN1+ctrl,0.0444451533257961,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.6950845753243666
GEARS::frangieh::seed1::single::PFN1+ctrl,frangieh,1,test,GEARS_single_heldout,PFN1+ctrl,GEARS,frangieh::PFN1+ctrl,0.0444451533257961,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0178865380558853
GEARS::frangieh::seed1::single::PIK3IP1+ctrl,frangieh,1,test,GEARS_single_heldout,PIK3IP1+ctrl,GEARS,frangieh::PIK3IP1+ctrl,0.0298652332276105,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.2853279792444285
GEARS::frangieh::seed1::single::PIK3IP1+ctrl,frangieh,1,test,GEARS_single_heldout,PIK3IP1+ctrl,GEARS,frangieh::PIK3IP1+ctrl,0.0298652332276105,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0178941304465392
GEARS::frangieh::seed1::single::PPIA+ctrl,frangieh,1,test,GEARS_single_heldout,PPIA+ctrl,GEARS,frangieh::PPIA+ctrl,0.0305998157709836,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.2687882460985962
GEARS::frangieh::seed1::single::PPIA+ctrl,frangieh,1,test,GEARS_single_heldout,PPIA+ctrl,GEARS,frangieh::PPIA+ctrl,0.0305998157709836,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.017887015684357
GEARS::frangieh::seed1::single::PSAP+ctrl,frangieh,1,test,GEARS_single_heldout,PSAP+ctrl,GEARS,frangieh::PSAP+ctrl,0.0254378020763397,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.1675908662160321
GEARS::frangieh::seed1::single::PSAP+ctrl,frangieh,1,test,GEARS_single_heldout,PSAP+ctrl,GEARS,frangieh::PSAP+ctrl,0.0254378020763397,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0178937720815027
GEARS::frangieh::seed1::single::PTMA+ctrl,frangieh,1,test,GEARS_single_heldout,PTMA+ctrl,GEARS,frangieh::PTMA+ctrl,0.0328474789857864,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.2259598317318148
GEARS::frangieh::seed1::single::PTMA+ctrl,frangieh,1,test,GEARS_single_heldout,PTMA+ctrl,GEARS,frangieh::PTMA+ctrl,0.0328474789857864,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0178836640252773
GEARS::frangieh::seed1::single::RB1+ctrl,frangieh,1,test,GEARS_single_heldout,RB1+ctrl,GEARS,frangieh::RB1+ctrl,0.0273691080510616,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.1244597784473216
GEARS::frangieh::seed1::single::RB1+ctrl,frangieh,1,test,GEARS_single_heldout,RB1+ctrl,GEARS,frangieh::RB1+ctrl,0.0273691080510616,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0178895490342772
GEARS::frangieh::seed1::single::RNASEH2A+ctrl,frangieh,1,test,GEARS_single_heldout,RNASEH2A+ctrl,GEARS,frangieh::RNASEH2A+ctrl,0.0460561104118824,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.7439944656148136
