record_id,dataset_name,fold_id,split,context,perturbation,predictor_name,task_key,true_error_rmse,source_csv,artifact_class,score_name,score_type,score_value
GEARS::frangieh::seed1::single::RNASEH2A+ctrl,frangieh,1,test,GEARS_single_heldout,RNASEH2A+ctrl,GEARS,frangieh::RNASEH2A+ctrl,0.0460561104118824,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0178859154522052
GEARS::frangieh::seed1::single::SAT1+ctrl,frangieh,1,test,GEARS_single_heldout,SAT1+ctrl,GEARS,frangieh::SAT1+ctrl,0.028251951560378,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.2594517317704037
GEARS::frangieh::seed1::single::SAT1+ctrl,frangieh,1,test,GEARS_single_heldout,SAT1+ctrl,GEARS,frangieh::SAT1+ctrl,0.028251951560378,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0178919633008576
GEARS::frangieh::seed1::single::SCARB2+ctrl,frangieh,1,test,GEARS_single_heldout,SCARB2+ctrl,GEARS,frangieh::SCARB2+ctrl,0.0287495255470275,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.2182240415994194
GEARS::frangieh::seed1::single::SCARB2+ctrl,frangieh,1,test,GEARS_single_heldout,SCARB2+ctrl,GEARS,frangieh::SCARB2+ctrl,0.0287495255470275,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0178937891463417
GEARS::frangieh::seed1::single::SPESP1+ctrl,frangieh,1,test,GEARS_single_heldout,SPESP1+ctrl,GEARS,frangieh::SPESP1+ctrl,0.0266698375344276,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.2274763372254527
GEARS::frangieh::seed1::single::SPESP1+ctrl,frangieh,1,test,GEARS_single_heldout,SPESP1+ctrl,GEARS,frangieh::SPESP1+ctrl,0.0266698375344276,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0178924069471105
GEARS::frangieh::seed1::single::TIMP2+ctrl,frangieh,1,test,GEARS_single_heldout,TIMP2+ctrl,GEARS,frangieh::TIMP2+ctrl,0.0334269441664218,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.3537694156097124
GEARS::frangieh::seed1::single::TIMP2+ctrl,frangieh,1,test,GEARS_single_heldout,TIMP2+ctrl,GEARS,frangieh::TIMP2+ctrl,0.0334269441664218,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0178922192492764
GEARS::frangieh::seed1::single::TXNDC17+ctrl,frangieh,1,test,GEARS_single_heldout,TXNDC17+ctrl,GEARS,frangieh::TXNDC17+ctrl,0.0376253575086593,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.2931884382570773
GEARS::frangieh::seed1::single::TXNDC17+ctrl,frangieh,1,test,GEARS_single_heldout,TXNDC17+ctrl,GEARS,frangieh::TXNDC17+ctrl,0.0376253575086593,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.017891127228205
GEARS::frangieh::seed1::single::UBC+ctrl,frangieh,1,test,GEARS_single_heldout,UBC+ctrl,GEARS,frangieh::UBC+ctrl,0.0408256724476814,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.68869910658417
GEARS::frangieh::seed1::single::UBC+ctrl,frangieh,1,test,GEARS_single_heldout,UBC+ctrl,GEARS,frangieh::UBC+ctrl,0.0408256724476814,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0178876297968473
GEARS::frangieh::seed2::single::APOE+ctrl,frangieh,2,test,GEARS_single_heldout,APOE+ctrl,GEARS,frangieh::APOE+ctrl,0.0267256647348403,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.2453045423811415
GEARS::frangieh::seed2::single::APOE+ctrl,frangieh,2,test,GEARS_single_heldout,APOE+ctrl,GEARS,frangieh::APOE+ctrl,0.0267256647348403,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0199083135067846
GEARS::frangieh::seed2::single::C1QBP+ctrl,frangieh,2,test,GEARS_single_heldout,C1QBP+ctrl,GEARS,frangieh::C1QBP+ctrl,0.038761917501688,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.5186075569014266
GEARS::frangieh::seed2::single::C1QBP+ctrl,frangieh,2,test,GEARS_single_heldout,C1QBP+ctrl,GEARS,frangieh::C1QBP+ctrl,0.038761917501688,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0199085840597966
GEARS::frangieh::seed2::single::CD274+ctrl,frangieh,2,test,GEARS_single_heldout,CD274+ctrl,GEARS,frangieh::CD274+ctrl,0.0261492151767015,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.2012406999899499
GEARS::frangieh::seed2::single::CD274+ctrl,frangieh,2,test,GEARS_single_heldout,CD274+ctrl,GEARS,frangieh::CD274+ctrl,0.0261492151767015,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0199135495977726
GEARS::frangieh::seed2::single::CDK6+ctrl,frangieh,2,test,GEARS_single_heldout,CDK6+ctrl,GEARS,frangieh::CDK6+ctrl,0.0524886213243007,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.8027074843930415
GEARS::frangieh::seed2::single::CDK6+ctrl,frangieh,2,test,GEARS_single_heldout,CDK6+ctrl,GEARS,frangieh::CDK6+ctrl,0.0524886213243007,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0199130700797659
GEARS::frangieh::seed2::single::CKS1B+ctrl,frangieh,2,test,GEARS_single_heldout,CKS1B+ctrl,GEARS,frangieh::CKS1B+ctrl,0.0305290017277002,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.3402874374769969
GEARS::frangieh::seed2::single::CKS1B+ctrl,frangieh,2,test,GEARS_single_heldout,CKS1B+ctrl,GEARS,frangieh::CKS1B+ctrl,0.0305290017277002,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0199132030142941
GEARS::frangieh::seed2::single::CTSA+ctrl,frangieh,2,test,GEARS_single_heldout,CTSA+ctrl,GEARS,frangieh::CTSA+ctrl,0.0301857963204383,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.2850419402284206
GEARS::frangieh::seed2::single::CTSA+ctrl,frangieh,2,test,GEARS_single_heldout,CTSA+ctrl,GEARS,frangieh::CTSA+ctrl,0.0301857963204383,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0199138154741187
GEARS::frangieh::seed2::single::CTSO+ctrl,frangieh,2,test,GEARS_single_heldout,CTSO+ctrl,GEARS,frangieh::CTSO+ctrl,0.0268897805362939,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.2347137943311546
GEARS::frangieh::seed2::single::CTSO+ctrl,frangieh,2,test,GEARS_single_heldout,CTSO+ctrl,GEARS,frangieh::CTSO+ctrl,0.0268897805362939,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0199103546114918
GEARS::frangieh::seed2::single::EVA1A+ctrl,frangieh,2,test,GEARS_single_heldout,EVA1A+ctrl,GEARS,frangieh::EVA1A+ctrl,0.0291721522808074,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.3444239776300968
GEARS::frangieh::seed2::single::EVA1A+ctrl,frangieh,2,test,GEARS_single_heldout,EVA1A+ctrl,GEARS,frangieh::EVA1A+ctrl,0.0291721522808074,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0199133169588817
GEARS::frangieh::seed2::single::FSTL3+ctrl,frangieh,2,test,GEARS_single_heldout,FSTL3+ctrl,GEARS,frangieh::FSTL3+ctrl,0.0258893594145774,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.2038071547877909
GEARS::frangieh::seed2::single::FSTL3+ctrl,frangieh,2,test,GEARS_single_heldout,FSTL3+ctrl,GEARS,frangieh::FSTL3+ctrl,0.0258893594145774,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0199135923276603
GEARS::frangieh::seed2::single::GPATCH4+ctrl,frangieh,2,test,GEARS_single_heldout,GPATCH4+ctrl,GEARS,frangieh::GPATCH4+ctrl,0.0348119363188743,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.461017803999173
GEARS::frangieh::seed2::single::GPATCH4+ctrl,frangieh,2,test,GEARS_single_heldout,GPATCH4+ctrl,GEARS,frangieh::GPATCH4+ctrl,0.0348119363188743,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0199131935189412
GEARS::frangieh::seed2::single::ISYNA1+ctrl,frangieh,2,test,GEARS_single_heldout,ISYNA1+ctrl,GEARS,frangieh::ISYNA1+ctrl,0.0340074375271797,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.4514831987470456
GEARS::frangieh::seed2::single::ISYNA1+ctrl,frangieh,2,test,GEARS_single_heldout,ISYNA1+ctrl,GEARS,frangieh::ISYNA1+ctrl,0.0340074375271797,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0199135401022545
GEARS::frangieh::seed2::single::LCP1+ctrl,frangieh,2,test,GEARS_single_heldout,LCP1+ctrl,GEARS,frangieh::LCP1+ctrl,0.0265201330184936,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,1.2273185998994278
GEARS::frangieh::seed2::single::LCP1+ctrl,frangieh,2,test,GEARS_single_heldout,LCP1+ctrl,GEARS,frangieh::LCP1+ctrl,0.0265201330184936,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0199080097323458
GEARS::frangieh::seed2::single::NACA+ctrl,frangieh,2,test,GEARS_single_heldout,NACA+ctrl,GEARS,frangieh::NACA+ctrl,0.0867148116230964,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_prediction_magnitude_risk,risk,2.993907599755775
GEARS::frangieh::seed2::single::NACA+ctrl,frangieh,2,test,GEARS_single_heldout,NACA+ctrl,GEARS,frangieh::NACA+ctrl,0.0867148116230964,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,formal_frangieh,gears_uncertainty_confidence,confidence,0.0199096425744557
