dataset_name,score_name,feature_name,low_risk_median,high_risk_median,high_minus_low
SantinhaPlatt2023,protocol_v0_2_family_confidence,prediction_norm_ratio,,,
SantinhaPlatt2023,safeconf_lodo_risk,context_similarity_max,0.903383255519413,0.903383255519413,0.0
SantinhaPlatt2023,safeconf_lodo_risk,context_similarity_mean,0.68602084823972,0.6812481263690101,-0.004772721870709873
SantinhaPlatt2023,safeconf_lodo_risk,historical_residual_risk,0.2084689750376415,0.4788838010739509,0.2704148260363094
SantinhaPlatt2023,safeconf_lodo_risk,model_disagreement_cosine,0.1274864201617463,0.0439551628656815,-0.08353125729606481
SantinhaPlatt2023,safeconf_lodo_risk,model_disagreement_rmse,0.0691384133196399,0.1420274010021364,0.0728889876824965
SantinhaPlatt2023,safeconf_lodo_risk,ood_mean_k_distance,0.2136808898936952,0.2082966156419467,-0.005384274251748478
SantinhaPlatt2023,safeconf_lodo_risk,ood_nearest_distance,0.1715415240614384,0.1350290718472715,-0.03651245221416691
SantinhaPlatt2023,safeconf_lodo_risk,perturbation_effect_stability,-0.0263126639137231,0.0135353743321765,0.0398480382458996
SantinhaPlatt2023,safeconf_lodo_risk,perturbation_effect_variance,0.0685523748397827,0.187185987830162,0.11863361299037929
SantinhaPlatt2023,safeconf_lodo_risk,perturbation_support_count,6.0,5.0,-1.0
SantinhaPlatt2023,safeconf_lodo_risk,prediction_abs_mean,0.024657767266035,0.0494114905595779,0.0247537232935429
SantinhaPlatt2023,safeconf_lodo_risk,prediction_l2_norm,7.626786231994629,18.73722076416016,11.110434532165531
SantinhaPlatt2023,safeconf_lodo_risk,prediction_magnitude_deviation,0.7160589553291776,0.3324849297258502,-0.38357402560332743
SantinhaPlatt2023,safeconf_lodo_risk,prediction_norm_ratio,0.4886743433924476,1.21541375836064,0.7267394149681923
SrivatsanTrapnell2020_sciplex3,predicted_magnitude,context_similarity_max,0.6119985255443825,0.6119985255443825,0.0
SrivatsanTrapnell2020_sciplex3,predicted_magnitude,context_similarity_mean,0.566363464767697,0.5681294372983609,0.0017659725306639062
SrivatsanTrapnell2020_sciplex3,predicted_magnitude,historical_residual_risk,0.0464623807360681,0.0487682203700942,0.0023058396340260995
SrivatsanTrapnell2020_sciplex3,predicted_magnitude,model_disagreement_cosine,0.0281822347248056,0.0010701970231763,-0.027112037701629302
SrivatsanTrapnell2020_sciplex3,predicted_magnitude,model_disagreement_rmse,0.00394665978698065,0.011533464973187,0.00758680518620635
SrivatsanTrapnell2020_sciplex3,predicted_magnitude,ood_mean_k_distance,0.3416915202446899,0.2684497340483611,-0.07324178619632882
SrivatsanTrapnell2020_sciplex3,predicted_magnitude,ood_nearest_distance,0.258931660523403,0.23643987611967027,-0.02249178440373273
SrivatsanTrapnell2020_sciplex3,predicted_magnitude,perturbation_effect_stability,-0.003113275486765,0.2942671348972657,0.2973804103840307
SrivatsanTrapnell2020_sciplex3,predicted_magnitude,perturbation_effect_variance,0.00036380125675344996,0.0035703524481505,0.00320655119139705
SrivatsanTrapnell2020_sciplex3,predicted_magnitude,perturbation_support_count,2.0,1.0,-1.0
SrivatsanTrapnell2020_sciplex3,predicted_magnitude,prediction_abs_mean,0.0073198899626731,0.02517724316567175,0.01785735320299865
SrivatsanTrapnell2020_sciplex3,predicted_magnitude,prediction_l2_norm,1.0767143964767456,4.568829774856567,3.4921153783798218
SrivatsanTrapnell2020_sciplex3,predicted_magnitude,prediction_magnitude_deviation,0.8997373861331797,0.5327164551526908,-0.3670209309804888
SrivatsanTrapnell2020_sciplex3,predicted_magnitude,prediction_norm_ratio,0.4066766995721871,1.7035555656786259,1.2968788661064388
SrivatsanTrapnell2020_sciplex3,protocol_v0_2_family_confidence,context_similarity_max,,,
SrivatsanTrapnell2020_sciplex3,protocol_v0_2_family_confidence,context_similarity_mean,,,
SrivatsanTrapnell2020_sciplex3,protocol_v0_2_family_confidence,historical_residual_risk,,,
SrivatsanTrapnell2020_sciplex3,protocol_v0_2_family_confidence,model_disagreement_cosine,,,
SrivatsanTrapnell2020_sciplex3,protocol_v0_2_family_confidence,model_disagreement_rmse,,,
SrivatsanTrapnell2020_sciplex3,protocol_v0_2_family_confidence,ood_mean_k_distance,,,
SrivatsanTrapnell2020_sciplex3,protocol_v0_2_family_confidence,ood_nearest_distance,,,
SrivatsanTrapnell2020_sciplex3,protocol_v0_2_family_confidence,perturbation_effect_stability,,,
SrivatsanTrapnell2020_sciplex3,protocol_v0_2_family_confidence,perturbation_effect_variance,,,
SrivatsanTrapnell2020_sciplex3,protocol_v0_2_family_confidence,perturbation_support_count,,,
SrivatsanTrapnell2020_sciplex3,protocol_v0_2_family_confidence,prediction_abs_mean,,,
SrivatsanTrapnell2020_sciplex3,protocol_v0_2_family_confidence,prediction_l2_norm,,,
SrivatsanTrapnell2020_sciplex3,protocol_v0_2_family_confidence,prediction_magnitude_deviation,,,
SrivatsanTrapnell2020_sciplex3,protocol_v0_2_family_confidence,prediction_norm_ratio,,,
SrivatsanTrapnell2020_sciplex3,safeconf_lodo_risk,context_similarity_max,0.6119985255443825,0.6119985255443825,0.0
SrivatsanTrapnell2020_sciplex3,safeconf_lodo_risk,context_similarity_mean,0.5669011028274722,0.5669011028274722,0.0
SrivatsanTrapnell2020_sciplex3,safeconf_lodo_risk,historical_residual_risk,0.04550696231649095,0.06453386186690821,0.01902689955041726
SrivatsanTrapnell2020_sciplex3,safeconf_lodo_risk,model_disagreement_cosine,0.0208452995115643,0.0044758003583725,-0.0163694991531918
SrivatsanTrapnell2020_sciplex3,safeconf_lodo_risk,model_disagreement_rmse,0.0039526701091158,0.01002865361814885,0.00607598350903305
SrivatsanTrapnell2020_sciplex3,safeconf_lodo_risk,ood_mean_k_distance,0.3203328229351563,0.27985158454044556,-0.04048123839471074
SrivatsanTrapnell2020_sciplex3,safeconf_lodo_risk,ood_nearest_distance,0.2602442831274227,0.2383879643113819,-0.021856318816040804
SrivatsanTrapnell2020_sciplex3,safeconf_lodo_risk,perturbation_effect_stability,0.0427280835428548,0.2077055163337341,0.16497743279087929
SrivatsanTrapnell2020_sciplex3,safeconf_lodo_risk,perturbation_effect_variance,0.0003932497638743,0.0018440820276737,0.0014508322637994
SrivatsanTrapnell2020_sciplex3,safeconf_lodo_risk,perturbation_support_count,2.0,2.0,0.0
SrivatsanTrapnell2020_sciplex3,safeconf_lodo_risk,prediction_abs_mean,0.007556807482615099,0.02038852032274,0.012831712840124902
SrivatsanTrapnell2020_sciplex3,safeconf_lodo_risk,prediction_l2_norm,1.2075775265693665,3.686433792114258,2.4788562655448914
SrivatsanTrapnell2020_sciplex3,safeconf_lodo_risk,prediction_magnitude_deviation,0.7998587233892496,0.3717166028755749,-0.4281421205136747
SrivatsanTrapnell2020_sciplex3,safeconf_lodo_risk,prediction_norm_ratio,0.44939831792078977,1.3706232440549577,0.921224926134168
