shard,row_group,n_rows,selected_samples_present
train-02017-of-03388.parquet,27,1000,smp_2639
train-02018-of-03388.parquet,1,1000,smp_2643
train-02018-of-03388.parquet,2,1000,smp_2643
train-02018-of-03388.parquet,3,1000,smp_2643;smp_2645
train-02018-of-03388.parquet,4,1000,smp_2645;smp_2646
train-02018-of-03388.parquet,5,1000,smp_2552;smp_2646
train-02018-of-03388.parquet,6,1000,smp_2552;smp_2553
train-02018-of-03388.parquet,7,1000,smp_2553;smp_2554
train-02018-of-03388.parquet,8,1000,smp_2554;smp_2555
train-02018-of-03388.parquet,9,1000,smp_2555;smp_2556
train-02018-of-03388.parquet,10,1000,smp_2556;smp_2557
train-02018-of-03388.parquet,11,1000,smp_2557;smp_2558
train-02018-of-03388.parquet,12,1000,smp_2558;smp_2559
train-02018-of-03388.parquet,13,1000,smp_2559
train-02019-of-03388.parquet,11,1000,smp_2613
train-02019-of-03388.parquet,12,1000,smp_2613
train-02019-of-03388.parquet,14,1000,smp_2616
train-02019-of-03388.parquet,15,1000,smp_2616;smp_2618
train-02019-of-03388.parquet,16,1000,smp_2618
train-02019-of-03388.parquet,20,1000,smp_2625
train-02019-of-03388.parquet,21,1000,smp_2628
train-02019-of-03388.parquet,22,1000,smp_2628
train-02019-of-03388.parquet,26,1000,smp_2637
train-02019-of-03388.parquet,27,1000,smp_2637;smp_2638
train-02019-of-03388.parquet,28,224,smp_2638
train-02020-of-03388.parquet,0,1000,smp_2638;smp_2639
train-02020-of-03388.parquet,1,1000,smp_2639
train-02020-of-03388.parquet,3,1000,smp_2643
train-02020-of-03388.parquet,4,1000,smp_2643
train-02020-of-03388.parquet,5,1000,smp_2645;smp_2646
train-02020-of-03388.parquet,6,1000,smp_2552;smp_2646
train-02020-of-03388.parquet,7,1000,smp_2552;smp_2553
train-02020-of-03388.parquet,8,1000,smp_2553
train-02020-of-03388.parquet,9,1000,smp_2553;smp_2554
train-02020-of-03388.parquet,10,1000,smp_2554;smp_2555
train-02020-of-03388.parquet,11,1000,smp_2555;smp_2556
train-02020-of-03388.parquet,12,1000,smp_2556;smp_2557
train-02020-of-03388.parquet,13,1000,smp_2557;smp_2558
train-02020-of-03388.parquet,14,1000,smp_2558;smp_2559
train-02020-of-03388.parquet,15,1000,smp_2559
train-02021-of-03388.parquet,17,1000,smp_2613
train-02021-of-03388.parquet,18,1000,smp_2613
train-02021-of-03388.parquet,19,1000,smp_2613
train-02021-of-03388.parquet,20,1000,smp_2616
train-02021-of-03388.parquet,21,1000,smp_2616
train-02021-of-03388.parquet,22,1000,smp_2618
train-02021-of-03388.parquet,23,1000,smp_2618
train-02021-of-03388.parquet,27,1000,smp_2625
train-02021-of-03388.parquet,28,224,smp_2625
train-02022-of-03388.parquet,0,1000,smp_2625
train-02022-of-03388.parquet,1,1000,smp_2628
train-02022-of-03388.parquet,2,1000,smp_2628
train-02022-of-03388.parquet,6,1000,smp_2637
train-02022-of-03388.parquet,7,1000,smp_2637;smp_2638
train-02022-of-03388.parquet,8,1000,smp_2638;smp_2639
train-02022-of-03388.parquet,9,1000,smp_2639
train-02022-of-03388.parquet,11,1000,smp_2643
train-02022-of-03388.parquet,12,1000,smp_2643
train-02022-of-03388.parquet,13,1000,smp_2643;smp_2645
train-02022-of-03388.parquet,14,1000,smp_2645;smp_2646
train-02022-of-03388.parquet,15,1000,smp_2552
train-02022-of-03388.parquet,16,1000,smp_2552;smp_2553
train-02022-of-03388.parquet,17,1000,smp_2553;smp_2554
train-02022-of-03388.parquet,18,1000,smp_2554;smp_2555
train-02022-of-03388.parquet,19,1000,smp_2555
train-02022-of-03388.parquet,20,1000,smp_2555;smp_2556
train-02022-of-03388.parquet,21,1000,smp_2556;smp_2557
train-02022-of-03388.parquet,22,1000,smp_2557;smp_2558
train-02022-of-03388.parquet,23,1000,smp_2558;smp_2559
train-02022-of-03388.parquet,24,1000,smp_2559
train-02023-of-03388.parquet,25,1000,smp_2613
train-02023-of-03388.parquet,26,1000,smp_2613
train-02023-of-03388.parquet,27,1000,smp_2616
train-02023-of-03388.parquet,28,224,smp_2616
train-02024-of-03388.parquet,0,1000,smp_2616
train-02024-of-03388.parquet,1,1000,smp_2618
train-02024-of-03388.parquet,6,1000,smp_2625
train-02024-of-03388.parquet,7,1000,smp_2625
train-02024-of-03388.parquet,8,1000,smp_2628
train-02024-of-03388.parquet,9,1000,smp_2628
train-02024-of-03388.parquet,13,1000,smp_2637
train-02024-of-03388.parquet,14,1000,smp_2637;smp_2638
train-02024-of-03388.parquet,15,1000,smp_2638;smp_2639
train-02024-of-03388.parquet,16,1000,smp_2639
train-02024-of-03388.parquet,18,1000,smp_2643
train-02024-of-03388.parquet,19,1000,smp_2643
train-02024-of-03388.parquet,20,1000,smp_2645;smp_2646
train-02024-of-03388.parquet,21,1000,smp_2646
train-02024-of-03388.parquet,22,1000,smp_2552
train-02024-of-03388.parquet,23,1000,smp_2552;smp_2553
train-02024-of-03388.parquet,24,1000,smp_2553;smp_2554
train-02024-of-03388.parquet,25,1000,smp_2554;smp_2555
train-02024-of-03388.parquet,26,1000,smp_2555;smp_2556
train-02024-of-03388.parquet,27,1000,smp_2556;smp_2557
train-02024-of-03388.parquet,28,224,smp_2557
train-02025-of-03388.parquet,0,1000,smp_2557;smp_2558
train-02025-of-03388.parquet,1,1000,smp_2558;smp_2559
train-02025-of-03388.parquet,2,1000,smp_2559
train-02026-of-03388.parquet,6,1000,smp_2613
train-02026-of-03388.parquet,7,1000,smp_2613
train-02026-of-03388.parquet,9,1000,smp_2616
train-02026-of-03388.parquet,10,1000,smp_2618
train-02026-of-03388.parquet,11,1000,smp_2618
train-02026-of-03388.parquet,15,1000,smp_2625
train-02026-of-03388.parquet,16,1000,smp_2625
train-02026-of-03388.parquet,18,1000,smp_2628
train-02026-of-03388.parquet,23,1000,smp_2637
train-02026-of-03388.parquet,24,1000,smp_2637;smp_2638
train-02026-of-03388.parquet,25,1000,smp_2638;smp_2639
train-02026-of-03388.parquet,26,1000,smp_2639
train-02027-of-03388.parquet,0,1000,smp_2643
train-02027-of-03388.parquet,1,1000,smp_2643
train-02027-of-03388.parquet,2,1000,smp_2643;smp_2645
train-02027-of-03388.parquet,3,1000,smp_2645;smp_2646
train-02027-of-03388.parquet,4,1000,smp_2552
train-02027-of-03388.parquet,5,1000,smp_2552;smp_2553
train-02027-of-03388.parquet,6,1000,smp_2553;smp_2554
train-02027-of-03388.parquet,7,1000,smp_2554;smp_2555
train-02027-of-03388.parquet,8,1000,smp_2555
train-02027-of-03388.parquet,9,1000,smp_2555;smp_2556
train-02027-of-03388.parquet,10,1000,smp_2556;smp_2557
train-02027-of-03388.parquet,11,1000,smp_2557;smp_2558
train-02027-of-03388.parquet,12,1000,smp_2558;smp_2559
train-02027-of-03388.parquet,13,1000,smp_2559
train-02028-of-03388.parquet,14,1000,smp_2613
train-02028-of-03388.parquet,15,1000,smp_2613
train-02028-of-03388.parquet,17,1000,smp_2616
train-02028-of-03388.parquet,18,1000,smp_2616;smp_2618
train-02028-of-03388.parquet,19,1000,smp_2618
train-02028-of-03388.parquet,23,1000,smp_2625
train-02028-of-03388.parquet,24,1000,smp_2625
train-02028-of-03388.parquet,25,1000,smp_2628
train-02028-of-03388.parquet,26,1000,smp_2628
train-02029-of-03388.parquet,2,1000,smp_2637
train-02029-of-03388.parquet,3,1000,smp_2637;smp_2638
train-02029-of-03388.parquet,4,1000,smp_2638;smp_2639
train-02029-of-03388.parquet,5,1000,smp_2639
train-02029-of-03388.parquet,7,1000,smp_2643
train-02029-of-03388.parquet,8,1000,smp_2643
train-02029-of-03388.parquet,9,1000,smp_2643;smp_2645
train-02029-of-03388.parquet,10,1000,smp_2645;smp_2646
train-02029-of-03388.parquet,11,1000,smp_2552
train-02029-of-03388.parquet,12,1000,smp_2552;smp_2553
train-02029-of-03388.parquet,13,1000,smp_2553
train-02029-of-03388.parquet,14,1000,smp_2553;smp_2554
train-02029-of-03388.parquet,15,1000,smp_2554;smp_2555
train-02029-of-03388.parquet,16,1000,smp_2555;smp_2556
train-02029-of-03388.parquet,17,1000,smp_2556;smp_2557
train-02029-of-03388.parquet,18,1000,smp_2557;smp_2558
train-02029-of-03388.parquet,19,1000,smp_2558;smp_2559
train-02029-of-03388.parquet,20,1000,smp_2559
train-02030-of-03388.parquet,22,1000,smp_2613
train-02030-of-03388.parquet,23,1000,smp_2613
train-02030-of-03388.parquet,24,1000,smp_2616
train-02030-of-03388.parquet,25,1000,smp_2616
train-02030-of-03388.parquet,26,1000,smp_2618
train-02030-of-03388.parquet,27,1000,smp_2618
train-02031-of-03388.parquet,3,1000,smp_2625
train-02031-of-03388.parquet,4,1000,smp_2625
train-02031-of-03388.parquet,5,1000,smp_2628
train-02031-of-03388.parquet,6,1000,smp_2628
train-02031-of-03388.parquet,10,1000,smp_2637
train-02031-of-03388.parquet,11,1000,smp_2637;smp_2638
train-02031-of-03388.parquet,12,1000,smp_2638;smp_2639
train-02031-of-03388.parquet,13,1000,smp_2639
train-02031-of-03388.parquet,16,1000,smp_2643
train-02031-of-03388.parquet,17,1000,smp_2643
train-02031-of-03388.parquet,18,1000,smp_2645;smp_2646
train-02031-of-03388.parquet,19,1000,smp_2552;smp_2646
train-02031-of-03388.parquet,20,1000,smp_2552;smp_2553
train-02031-of-03388.parquet,21,1000,smp_2553
train-02031-of-03388.parquet,22,1000,smp_2553;smp_2554
train-02031-of-03388.parquet,23,1000,smp_2554;smp_2555
train-02031-of-03388.parquet,24,1000,smp_2555;smp_2556
train-02031-of-03388.parquet,25,1000,smp_2556;smp_2557
train-02031-of-03388.parquet,26,1000,smp_2557;smp_2558
train-02031-of-03388.parquet,27,1000,smp_2558;smp_2559
train-02031-of-03388.parquet,28,224,smp_2559
train-02032-of-03388.parquet,0,1000,smp_2559
train-02033-of-03388.parquet,1,1000,smp_2613
train-02033-of-03388.parquet,2,1000,smp_2613
train-02033-of-03388.parquet,3,1000,smp_2616
train-02033-of-03388.parquet,4,1000,smp_2616
train-02033-of-03388.parquet,5,1000,smp_2618
train-02033-of-03388.parquet,6,1000,smp_2618
train-02033-of-03388.parquet,9,1000,smp_2625
train-02033-of-03388.parquet,10,1000,smp_2625
train-02033-of-03388.parquet,12,1000,smp_2628
train-02033-of-03388.parquet,16,1000,smp_2637
train-02033-of-03388.parquet,17,1000,smp_2637
train-02033-of-03388.parquet,18,1000,smp_2637;smp_2638
train-02033-of-03388.parquet,19,1000,smp_2638;smp_2639
train-02033-of-03388.parquet,20,1000,smp_2639
train-02033-of-03388.parquet,22,1000,smp_2643
train-02033-of-03388.parquet,23,1000,smp_2643
train-02033-of-03388.parquet,24,1000,smp_2645;smp_2646
train-02033-of-03388.parquet,25,1000,smp_2646
train-02033-of-03388.parquet,26,1000,smp_2552
train-02033-of-03388.parquet,27,1000,smp_2552;smp_2553
train-02033-of-03388.parquet,28,224,smp_2553
train-02034-of-03388.parquet,0,1000,smp_2553;smp_2554
train-02034-of-03388.parquet,1,1000,smp_2554;smp_2555
train-02034-of-03388.parquet,2,1000,smp_2555;smp_2556
train-02034-of-03388.parquet,3,1000,smp_2556;smp_2557
train-02034-of-03388.parquet,4,1000,smp_2557;smp_2558
train-02034-of-03388.parquet,5,1000,smp_2558;smp_2559
train-02034-of-03388.parquet,6,1000,smp_2559
train-02035-of-03388.parquet,9,1000,smp_2613
train-02035-of-03388.parquet,10,1000,smp_2613
train-02035-of-03388.parquet,11,1000,smp_2616
train-02035-of-03388.parquet,12,1000,smp_2616
train-02035-of-03388.parquet,13,1000,smp_2618
train-02035-of-03388.parquet,14,1000,smp_2618
train-02035-of-03388.parquet,18,1000,smp_2625
train-02035-of-03388.parquet,19,1000,smp_2625
train-02035-of-03388.parquet,20,1000,smp_2628
train-02035-of-03388.parquet,21,1000,smp_2628
train-02035-of-03388.parquet,25,1000,smp_2637
train-02035-of-03388.parquet,26,1000,smp_2637;smp_2638
train-02035-of-03388.parquet,27,1000,smp_2638
train-02035-of-03388.parquet,28,224,smp_2638;smp_2639
train-02036-of-03388.parquet,0,1000,smp_2639
train-02036-of-03388.parquet,1,1000,smp_2639
train-02036-of-03388.parquet,3,1000,smp_2643
train-02036-of-03388.parquet,4,1000,smp_2643
train-02036-of-03388.parquet,5,1000,smp_2645;smp_2646
train-02036-of-03388.parquet,6,1000,smp_2552;smp_2646
train-02036-of-03388.parquet,7,1000,smp_2552
train-02036-of-03388.parquet,8,1000,smp_2552;smp_2553
train-02036-of-03388.parquet,9,1000,smp_2553;smp_2554
train-02036-of-03388.parquet,10,1000,smp_2554;smp_2555
train-02036-of-03388.parquet,11,1000,smp_2555;smp_2556
train-02036-of-03388.parquet,12,1000,smp_2556;smp_2557
train-02036-of-03388.parquet,13,1000,smp_2557;smp_2558
train-02036-of-03388.parquet,14,1000,smp_2558;smp_2559
train-02036-of-03388.parquet,15,1000,smp_2559
train-02037-of-03388.parquet,17,1000,smp_2613
train-02037-of-03388.parquet,18,1000,smp_2613
train-02037-of-03388.parquet,19,1000,smp_2613
train-02037-of-03388.parquet,20,1000,smp_2616
train-02037-of-03388.parquet,21,1000,smp_2616
train-02037-of-03388.parquet,22,1000,smp_2618
train-02037-of-03388.parquet,23,1000,smp_2618
train-02037-of-03388.parquet,27,1000,smp_2625
train-02037-of-03388.parquet,28,224,smp_2625
train-02038-of-03388.parquet,1,1000,smp_2628
train-02038-of-03388.parquet,2,1000,smp_2628
train-02038-of-03388.parquet,6,1000,smp_2637
train-02038-of-03388.parquet,7,1000,smp_2637;smp_2638
train-02038-of-03388.parquet,8,1000,smp_2638;smp_2639
train-02038-of-03388.parquet,9,1000,smp_2639
train-02038-of-03388.parquet,11,1000,smp_2643
train-02038-of-03388.parquet,12,1000,smp_2643
train-02038-of-03388.parquet,13,1000,smp_2643;smp_2645
train-02038-of-03388.parquet,14,1000,smp_2645;smp_2646
train-02038-of-03388.parquet,15,1000,smp_2552
train-02038-of-03388.parquet,16,1000,smp_2552;smp_2553
train-02038-of-03388.parquet,17,1000,smp_2553
train-02038-of-03388.parquet,18,1000,smp_2553;smp_2554
train-02038-of-03388.parquet,19,1000,smp_2554;smp_2555
train-02038-of-03388.parquet,20,1000,smp_2555;smp_2556
train-02038-of-03388.parquet,21,1000,smp_2556;smp_2557
train-02038-of-03388.parquet,22,1000,smp_2557;smp_2558
train-02038-of-03388.parquet,23,1000,smp_2558;smp_2559
train-02038-of-03388.parquet,24,1000,smp_2559
train-02040-of-03388.parquet,0,1000,smp_2613
train-02040-of-03388.parquet,1,1000,smp_2613
train-02040-of-03388.parquet,3,1000,smp_2616
train-02040-of-03388.parquet,4,1000,smp_2616;smp_2618
train-02040-of-03388.parquet,5,1000,smp_2618
train-02040-of-03388.parquet,10,1000,smp_2625
train-02040-of-03388.parquet,11,1000,smp_2625
train-02040-of-03388.parquet,12,1000,smp_2628
train-02040-of-03388.parquet,13,1000,smp_2628
train-02040-of-03388.parquet,17,1000,smp_2637
train-02040-of-03388.parquet,18,1000,smp_2637;smp_2638
train-02040-of-03388.parquet,19,1000,smp_2638;smp_2639
train-02040-of-03388.parquet,20,1000,smp_2639
train-02040-of-03388.parquet,21,1000,smp_2639
train-02040-of-03388.parquet,23,1000,smp_2643
train-02040-of-03388.parquet,24,1000,smp_2643
train-02040-of-03388.parquet,25,1000,smp_2645;smp_2646
train-02040-of-03388.parquet,26,1000,smp_2646
train-02040-of-03388.parquet,27,1000,smp_2552
train-02040-of-03388.parquet,28,224,smp_2552;smp_2553
train-02041-of-03388.parquet,0,1000,smp_2553
train-02041-of-03388.parquet,1,1000,smp_2553;smp_2554
train-02041-of-03388.parquet,2,1000,smp_2554;smp_2555
train-02041-of-03388.parquet,3,1000,smp_2555;smp_2556
train-02041-of-03388.parquet,4,1000,smp_2556;smp_2557
train-02041-of-03388.parquet,5,1000,smp_2557;smp_2558
train-02041-of-03388.parquet,6,1000,smp_2558;smp_2559
train-02041-of-03388.parquet,7,1000,smp_2559
train-02042-of-03388.parquet,8,1000,smp_2613
train-02042-of-03388.parquet,9,1000,smp_2613
train-02042-of-03388.parquet,10,1000,smp_2616
train-02042-of-03388.parquet,11,1000,smp_2616
train-02042-of-03388.parquet,12,1000,smp_2618
train-02042-of-03388.parquet,13,1000,smp_2618
train-02042-of-03388.parquet,17,1000,smp_2625
train-02042-of-03388.parquet,19,1000,smp_2628
train-02042-of-03388.parquet,23,1000,smp_2637
train-02042-of-03388.parquet,24,1000,smp_2637;smp_2638
train-02042-of-03388.parquet,25,1000,smp_2638
train-02042-of-03388.parquet,26,1000,smp_2638;smp_2639
train-02042-of-03388.parquet,27,1000,smp_2639
train-02043-of-03388.parquet,1,1000,smp_2643
train-02043-of-03388.parquet,2,1000,smp_2643;smp_2645
train-02043-of-03388.parquet,3,1000,smp_2645;smp_2646
train-02043-of-03388.parquet,4,1000,smp_2552;smp_2646
train-02043-of-03388.parquet,5,1000,smp_2552
train-02043-of-03388.parquet,6,1000,smp_2552;smp_2553
train-02043-of-03388.parquet,7,1000,smp_2553;smp_2554
train-02043-of-03388.parquet,8,1000,smp_2554;smp_2555
train-02043-of-03388.parquet,9,1000,smp_2555;smp_2556
train-02043-of-03388.parquet,10,1000,smp_2556;smp_2557
train-02043-of-03388.parquet,11,1000,smp_2557
train-02043-of-03388.parquet,12,1000,smp_2557;smp_2558
train-02043-of-03388.parquet,13,1000,smp_2558;smp_2559
train-02043-of-03388.parquet,14,1000,smp_2559
train-02044-of-03388.parquet,19,1000,smp_2613
train-02044-of-03388.parquet,20,1000,smp_2613
train-02044-of-03388.parquet,22,1000,smp_2616
train-02044-of-03388.parquet,23,1000,smp_2616;smp_2618
train-02044-of-03388.parquet,24,1000,smp_2618
train-02045-of-03388.parquet,1,1000,smp_2625
train-02045-of-03388.parquet,2,1000,smp_2625
train-02045-of-03388.parquet,3,1000,smp_2628
train-02045-of-03388.parquet,4,1000,smp_2628
train-02045-of-03388.parquet,8,1000,smp_2637
train-02045-of-03388.parquet,9,1000,smp_2637
train-02045-of-03388.parquet,10,1000,smp_2637;smp_2638
train-02045-of-03388.parquet,11,1000,smp_2638;smp_2639
train-02045-of-03388.parquet,12,1000,smp_2639
train-02045-of-03388.parquet,15,1000,smp_2643
train-02045-of-03388.parquet,16,1000,smp_2643
train-02045-of-03388.parquet,17,1000,smp_2645;smp_2646
train-02045-of-03388.parquet,18,1000,smp_2646
train-02045-of-03388.parquet,19,1000,smp_2552
train-02045-of-03388.parquet,20,1000,smp_2552;smp_2553
train-02045-of-03388.parquet,21,1000,smp_2553;smp_2554
train-02045-of-03388.parquet,22,1000,smp_2554;smp_2555
train-02045-of-03388.parquet,23,1000,smp_2555;smp_2556
train-02045-of-03388.parquet,24,1000,smp_2556;smp_2557
train-02045-of-03388.parquet,25,1000,smp_2557
train-02045-of-03388.parquet,26,1000,smp_2557;smp_2558
train-02045-of-03388.parquet,27,1000,smp_2558;smp_2559
train-02045-of-03388.parquet,28,224,smp_2559
train-02047-of-03388.parquet,2,1000,smp_2613
train-02047-of-03388.parquet,3,1000,smp_2613
train-02047-of-03388.parquet,5,1000,smp_2616
train-02047-of-03388.parquet,6,1000,smp_2616;smp_2618
train-02047-of-03388.parquet,7,1000,smp_2618
train-02047-of-03388.parquet,11,1000,smp_2625
train-02047-of-03388.parquet,12,1000,smp_2625
train-02047-of-03388.parquet,14,1000,smp_2628
train-02047-of-03388.parquet,19,1000,smp_2637
train-02047-of-03388.parquet,20,1000,smp_2637;smp_2638
train-02047-of-03388.parquet,21,1000,smp_2638;smp_2639
train-02047-of-03388.parquet,22,1000,smp_2639
train-02047-of-03388.parquet,24,1000,smp_2643
train-02047-of-03388.parquet,25,1000,smp_2643
train-02047-of-03388.parquet,26,1000,smp_2643;smp_2645
train-02047-of-03388.parquet,27,1000,smp_2645;smp_2646
train-02048-of-03388.parquet,0,1000,smp_2552
train-02048-of-03388.parquet,1,1000,smp_2552;smp_2553
train-02048-of-03388.parquet,2,1000,smp_2553;smp_2554
train-02048-of-03388.parquet,3,1000,smp_2554;smp_2555
train-02048-of-03388.parquet,4,1000,smp_2555
train-02048-of-03388.parquet,5,1000,smp_2555;smp_2556
train-02048-of-03388.parquet,6,1000,smp_2556;smp_2557
train-02048-of-03388.parquet,7,1000,smp_2557;smp_2558
train-02048-of-03388.parquet,8,1000,smp_2558;smp_2559
train-02048-of-03388.parquet,9,1000,smp_2559
train-02049-of-03388.parquet,12,1000,smp_2613
train-02049-of-03388.parquet,13,1000,smp_2613
train-02049-of-03388.parquet,15,1000,smp_2616
train-02049-of-03388.parquet,16,1000,smp_2616;smp_2618
train-02049-of-03388.parquet,17,1000,smp_2618
train-02049-of-03388.parquet,22,1000,smp_2625
train-02049-of-03388.parquet,24,1000,smp_2628
train-02049-of-03388.parquet,25,1000,smp_2628
train-02050-of-03388.parquet,1,1000,smp_2637
train-02050-of-03388.parquet,2,1000,smp_2637;smp_2638
train-02050-of-03388.parquet,3,1000,smp_2638;smp_2639
train-02050-of-03388.parquet,4,1000,smp_2639
train-02050-of-03388.parquet,6,1000,smp_2643
train-02050-of-03388.parquet,7,1000,smp_2643
train-02050-of-03388.parquet,8,1000,smp_2643;smp_2645
train-02050-of-03388.parquet,9,1000,smp_2645;smp_2646
train-02050-of-03388.parquet,10,1000,smp_2552;smp_2646
train-02050-of-03388.parquet,11,1000,smp_2552;smp_2553
train-02050-of-03388.parquet,12,1000,smp_2553
train-02050-of-03388.parquet,13,1000,smp_2553;smp_2554
train-02050-of-03388.parquet,14,1000,smp_2554;smp_2555
train-02050-of-03388.parquet,15,1000,smp_2555;smp_2556
train-02050-of-03388.parquet,16,1000,smp_2556;smp_2557
train-02050-of-03388.parquet,17,1000,smp_2557;smp_2558
train-02050-of-03388.parquet,18,1000,smp_2558;smp_2559
train-02050-of-03388.parquet,19,1000,smp_2559
train-02051-of-03388.parquet,22,1000,smp_2613
train-02051-of-03388.parquet,23,1000,smp_2613
train-02051-of-03388.parquet,25,1000,smp_2616
train-02051-of-03388.parquet,26,1000,smp_2616;smp_2618
train-02051-of-03388.parquet,27,1000,smp_2618
train-02052-of-03388.parquet,3,1000,smp_2625
train-02052-of-03388.parquet,4,1000,smp_2625
train-02052-of-03388.parquet,5,1000,smp_2628
train-02052-of-03388.parquet,6,1000,smp_2628
train-02052-of-03388.parquet,10,1000,smp_2637
train-02052-of-03388.parquet,11,1000,smp_2637
train-02052-of-03388.parquet,12,1000,smp_2637;smp_2638
train-02052-of-03388.parquet,13,1000,smp_2638;smp_2639
train-02052-of-03388.parquet,14,1000,smp_2639
train-02052-of-03388.parquet,16,1000,smp_2643
train-02052-of-03388.parquet,17,1000,smp_2643
train-02052-of-03388.parquet,18,1000,smp_2645
train-02052-of-03388.parquet,19,1000,smp_2645;smp_2646
train-02052-of-03388.parquet,20,1000,smp_2552
train-02052-of-03388.parquet,21,1000,smp_2552;smp_2553
train-02052-of-03388.parquet,22,1000,smp_2553
train-02052-of-03388.parquet,23,1000,smp_2553;smp_2554
train-02052-of-03388.parquet,24,1000,smp_2554;smp_2555
train-02052-of-03388.parquet,25,1000,smp_2555;smp_2556
train-02052-of-03388.parquet,26,1000,smp_2556;smp_2557
train-02052-of-03388.parquet,27,1000,smp_2557;smp_2558
train-02052-of-03388.parquet,28,224,smp_2558
train-02053-of-03388.parquet,0,1000,smp_2558;smp_2559
train-02053-of-03388.parquet,1,1000,smp_2559
train-02054-of-03388.parquet,7,1000,smp_2613
train-02054-of-03388.parquet,8,1000,smp_2613
train-02054-of-03388.parquet,10,1000,smp_2616
train-02054-of-03388.parquet,11,1000,smp_2616;smp_2618
train-02054-of-03388.parquet,12,1000,smp_2618
train-02054-of-03388.parquet,17,1000,smp_2625
train-02054-of-03388.parquet,18,1000,smp_2625
train-02054-of-03388.parquet,19,1000,smp_2628
train-02054-of-03388.parquet,20,1000,smp_2628
train-02054-of-03388.parquet,25,1000,smp_2637
train-02054-of-03388.parquet,26,1000,smp_2637;smp_2638
train-02054-of-03388.parquet,27,1000,smp_2638;smp_2639
train-02054-of-03388.parquet,28,224,smp_2639
train-02055-of-03388.parquet,0,1000,smp_2639
train-02055-of-03388.parquet,3,1000,smp_2643
train-02055-of-03388.parquet,4,1000,smp_2643
train-02055-of-03388.parquet,5,1000,smp_2645;smp_2646
train-02055-of-03388.parquet,6,1000,smp_2646
train-02055-of-03388.parquet,7,1000,smp_2552
train-02055-of-03388.parquet,8,1000,smp_2552;smp_2553
train-02055-of-03388.parquet,9,1000,smp_2553;smp_2554
train-02055-of-03388.parquet,10,1000,smp_2554;smp_2555
train-02055-of-03388.parquet,11,1000,smp_2555;smp_2556
train-02055-of-03388.parquet,12,1000,smp_2556;smp_2557
train-02055-of-03388.parquet,13,1000,smp_2557;smp_2558
train-02055-of-03388.parquet,14,1000,smp_2558;smp_2559
train-02055-of-03388.parquet,15,1000,smp_2559
train-02056-of-03388.parquet,18,1000,smp_2613
train-02056-of-03388.parquet,19,1000,smp_2613
train-02056-of-03388.parquet,21,1000,smp_2616
train-02056-of-03388.parquet,22,1000,smp_2618
train-02056-of-03388.parquet,23,1000,smp_2618
train-02056-of-03388.parquet,27,1000,smp_2625
train-02056-of-03388.parquet,28,224,smp_2625
train-02057-of-03388.parquet,0,1000,smp_2625
train-02057-of-03388.parquet,1,1000,smp_2628
train-02057-of-03388.parquet,2,1000,smp_2628
train-02057-of-03388.parquet,6,1000,smp_2637
train-02057-of-03388.parquet,7,1000,smp_2637;smp_2638
train-02057-of-03388.parquet,8,1000,smp_2638;smp_2639
train-02057-of-03388.parquet,9,1000,smp_2639
train-02057-of-03388.parquet,12,1000,smp_2643
train-02057-of-03388.parquet,13,1000,smp_2643
train-02057-of-03388.parquet,14,1000,smp_2645;smp_2646
train-02057-of-03388.parquet,15,1000,smp_2552;smp_2646
train-02057-of-03388.parquet,16,1000,smp_2552;smp_2553
train-02057-of-03388.parquet,17,1000,smp_2553
train-02057-of-03388.parquet,18,1000,smp_2553;smp_2554
train-02057-of-03388.parquet,19,1000,smp_2554;smp_2555
train-02057-of-03388.parquet,20,1000,smp_2555;smp_2556
train-02057-of-03388.parquet,21,1000,smp_2556;smp_2557
train-02057-of-03388.parquet,22,1000,smp_2557;smp_2558
train-02057-of-03388.parquet,23,1000,smp_2558;smp_2559
train-02057-of-03388.parquet,24,1000,smp_2559
train-02058-of-03388.parquet,24,1000,smp_2613
train-02058-of-03388.parquet,25,1000,smp_2613
train-02058-of-03388.parquet,27,1000,smp_2616
train-02059-of-03388.parquet,0,1000,smp_2618
train-02059-of-03388.parquet,1,1000,smp_2618
train-02059-of-03388.parquet,5,1000,smp_2625
train-02059-of-03388.parquet,6,1000,smp_2625
train-02059-of-03388.parquet,7,1000,smp_2628
train-02059-of-03388.parquet,8,1000,smp_2628
train-02059-of-03388.parquet,12,1000,smp_2637
train-02059-of-03388.parquet,13,1000,smp_2637;smp_2638
train-02059-of-03388.parquet,14,1000,smp_2638;smp_2639
train-02059-of-03388.parquet,15,1000,smp_2639
train-02059-of-03388.parquet,17,1000,smp_2643
train-02059-of-03388.parquet,18,1000,smp_2643
train-02059-of-03388.parquet,19,1000,smp_2645;smp_2646
train-02059-of-03388.parquet,20,1000,smp_2646
train-02059-of-03388.parquet,21,1000,smp_2552
train-02059-of-03388.parquet,22,1000,smp_2552;smp_2553
train-02059-of-03388.parquet,23,1000,smp_2553;smp_2554
train-02059-of-03388.parquet,24,1000,smp_2554;smp_2555
train-02059-of-03388.parquet,25,1000,smp_2555
train-02059-of-03388.parquet,26,1000,smp_2555;smp_2556
train-02059-of-03388.parquet,27,1000,smp_2556;smp_2557
train-02059-of-03388.parquet,28,224,smp_2557;smp_2558
train-02060-of-03388.parquet,0,1000,smp_2558;smp_2559
