metric,comparator,favorable_delta,ci95_low,ci95_high,probability_favorable
normalized_aurc_50_100,SafeConf,-0.0062082498328889235,-0.019039193219645225,0.007088871289650856,0.1985
normalized_aurc_50_100,predicted_magnitude,-0.00010337073031818633,-0.007194840831287966,0.00806349067029146,0.445
normalized_aurc_50_100,model_disagreement,0.004355784092271442,-0.0039059965897955875,0.01366937066892841,0.8441
top20_total_error_capture,SafeConf,0.0006777158201838884,-0.0054899440282481,0.008160769738935973,0.5537
top20_total_error_capture,predicted_magnitude,0.0051724288219411885,-0.0049512900565772695,0.01155070921345836,0.7254
top20_total_error_capture,model_disagreement,0.005317074160490043,-0.004214662159464371,0.014176204927463607,0.8539
