score,spearman,normalized_aurc_50_100,top20_total_error_capture,top20_error_enrichment
HighErrorRouter,0.04490020868340144,0.9933035626062996,0.21152773013247594,1.0462047193038675
SafeConf,0.13421641615690086,0.9870953127734107,0.21085001431229206,1.0428527734905255
model_disagreement,-0.01786840208971356,0.997659346698571,0.2062106559719859,1.0199067579154977
predicted_magnitude,0.06673836676509522,0.9932001918759814,0.20635530131053476,1.0206221659412935
