dataset,modality,context,perturbation,n_cells
Cui,cytokine_stimulus,T_cell_CD4,IL36a,100
Cui,cytokine_stimulus,T_cell_CD4,IL4,100
Cui,cytokine_stimulus,T_cell_CD4,IL5,100
Cui,cytokine_stimulus,T_cell_CD4,IL6,100
Cui,cytokine_stimulus,T_cell_CD4,IL7,100
Cui,cytokine_stimulus,T_cell_CD4,IL9,100
Cui,cytokine_stimulus,T_cell_CD4,LIF,100
Cui,cytokine_stimulus,T_cell_CD4,LIGHT,100
Cui,cytokine_stimulus,T_cell_CD4,LTA1-B2,100
Cui,cytokine_stimulus,T_cell_CD4,LTA2-B1,100
Cui,cytokine_stimulus,T_cell_CD4,Leptin,100
Cui,cytokine_stimulus,T_cell_CD4,M-CSF,100
Cui,cytokine_stimulus,T_cell_CD4,Neuropoietin,100
Cui,cytokine_stimulus,T_cell_CD4,Noggin,100
Cui,cytokine_stimulus,T_cell_CD4,OSM,100
Cui,cytokine_stimulus,T_cell_CD4,OX40L,100
Cui,cytokine_stimulus,T_cell_CD4,Persephin,100
Cui,cytokine_stimulus,T_cell_CD4,Prolactin,100
Cui,cytokine_stimulus,T_cell_CD4,RANKL,100
Cui,cytokine_stimulus,T_cell_CD4,Resistin,100
Cui,cytokine_stimulus,T_cell_CD4,SCF,100
Cui,cytokine_stimulus,T_cell_CD4,TGF-beta-1,100
Cui,cytokine_stimulus,T_cell_CD4,TL1A,100
Cui,cytokine_stimulus,T_cell_CD4,TNFa,100
Cui,cytokine_stimulus,T_cell_CD4,TPO,100
Cui,cytokine_stimulus,T_cell_CD4,TRAIL,100
Cui,cytokine_stimulus,T_cell_CD4,TSLP,100
Cui,cytokine_stimulus,T_cell_CD4,TWEAK,100
Cui,cytokine_stimulus,T_cell_CD4,VEGF,100
Cui,cytokine_stimulus,T_cell_CD8,41BBL,100
Cui,cytokine_stimulus,T_cell_CD8,APRIL,100
Cui,cytokine_stimulus,T_cell_CD8,Adiponectin,100
Cui,cytokine_stimulus,T_cell_CD8,BAFF,100
Cui,cytokine_stimulus,T_cell_CD8,C3a,100
Cui,cytokine_stimulus,T_cell_CD8,C5a,100
Cui,cytokine_stimulus,T_cell_CD8,CD27L,100
Cui,cytokine_stimulus,T_cell_CD8,CD30L,100
Cui,cytokine_stimulus,T_cell_CD8,CD40L,100
Cui,cytokine_stimulus,T_cell_CD8,Cardiotrophin-1,100
Cui,cytokine_stimulus,T_cell_CD8,Decorin,100
Cui,cytokine_stimulus,T_cell_CD8,EGF,100
Cui,cytokine_stimulus,T_cell_CD8,FGF-basic,100
Cui,cytokine_stimulus,T_cell_CD8,FasL,100
Cui,cytokine_stimulus,T_cell_CD8,Flt3l,100
Cui,cytokine_stimulus,T_cell_CD8,G-CSF,100
Cui,cytokine_stimulus,T_cell_CD8,GDNF,100
Cui,cytokine_stimulus,T_cell_CD8,GITRL,100
Cui,cytokine_stimulus,T_cell_CD8,GM-CSF,100
Cui,cytokine_stimulus,T_cell_CD8,HGF,100
Cui,cytokine_stimulus,T_cell_CD8,IFNa1,100
Cui,cytokine_stimulus,T_cell_CD8,IFNb,100
Cui,cytokine_stimulus,T_cell_CD8,IFNe,100
Cui,cytokine_stimulus,T_cell_CD8,IFNg,100
Cui,cytokine_stimulus,T_cell_CD8,IFNk,100
Cui,cytokine_stimulus,T_cell_CD8,IFNl2,100
Cui,cytokine_stimulus,T_cell_CD8,IGF-I,100
Cui,cytokine_stimulus,T_cell_CD8,IL-Y,100
Cui,cytokine_stimulus,T_cell_CD8,IL10,100
Cui,cytokine_stimulus,T_cell_CD8,IL11,100
Cui,cytokine_stimulus,T_cell_CD8,IL12,100
Cui,cytokine_stimulus,T_cell_CD8,IL13,100
Cui,cytokine_stimulus,T_cell_CD8,IL15,100
Cui,cytokine_stimulus,T_cell_CD8,IL17A,100
Cui,cytokine_stimulus,T_cell_CD8,IL17B,100
Cui,cytokine_stimulus,T_cell_CD8,IL17C,100
Cui,cytokine_stimulus,T_cell_CD8,IL17D,100
Cui,cytokine_stimulus,T_cell_CD8,IL17E,100
Cui,cytokine_stimulus,T_cell_CD8,IL17F,100
Cui,cytokine_stimulus,T_cell_CD8,IL18,100
Cui,cytokine_stimulus,T_cell_CD8,IL19,100
Cui,cytokine_stimulus,T_cell_CD8,IL1a,100
Cui,cytokine_stimulus,T_cell_CD8,IL1b,100
Cui,cytokine_stimulus,T_cell_CD8,IL1ra,100
Cui,cytokine_stimulus,T_cell_CD8,IL2,100
Cui,cytokine_stimulus,T_cell_CD8,IL20,100
Cui,cytokine_stimulus,T_cell_CD8,IL21,100
Cui,cytokine_stimulus,T_cell_CD8,IL22,100
Cui,cytokine_stimulus,T_cell_CD8,IL23,100
Cui,cytokine_stimulus,T_cell_CD8,IL24,100
Cui,cytokine_stimulus,T_cell_CD8,IL27,100
Cui,cytokine_stimulus,T_cell_CD8,IL3,100
Cui,cytokine_stimulus,T_cell_CD8,IL30,100
Cui,cytokine_stimulus,T_cell_CD8,IL31,100
Cui,cytokine_stimulus,T_cell_CD8,IL33,100
Cui,cytokine_stimulus,T_cell_CD8,IL34,100
Cui,cytokine_stimulus,T_cell_CD8,IL36RA,100
Cui,cytokine_stimulus,T_cell_CD8,IL36a,100
Cui,cytokine_stimulus,T_cell_CD8,IL4,100
Cui,cytokine_stimulus,T_cell_CD8,IL5,100
Cui,cytokine_stimulus,T_cell_CD8,IL6,100
Cui,cytokine_stimulus,T_cell_CD8,IL7,100
Cui,cytokine_stimulus,T_cell_CD8,IL9,100
Cui,cytokine_stimulus,T_cell_CD8,LIF,100
Cui,cytokine_stimulus,T_cell_CD8,LIGHT,100
Cui,cytokine_stimulus,T_cell_CD8,LTA1-B2,100
Cui,cytokine_stimulus,T_cell_CD8,LTA2-B1,100
Cui,cytokine_stimulus,T_cell_CD8,Leptin,100
Cui,cytokine_stimulus,T_cell_CD8,M-CSF,100
Cui,cytokine_stimulus,T_cell_CD8,Neuropoietin,100
Cui,cytokine_stimulus,T_cell_CD8,Noggin,100
Cui,cytokine_stimulus,T_cell_CD8,OSM,100
Cui,cytokine_stimulus,T_cell_CD8,OX40L,100
Cui,cytokine_stimulus,T_cell_CD8,Persephin,100
Cui,cytokine_stimulus,T_cell_CD8,Prolactin,100
Cui,cytokine_stimulus,T_cell_CD8,RANKL,100
Cui,cytokine_stimulus,T_cell_CD8,Resistin,100
Cui,cytokine_stimulus,T_cell_CD8,SCF,100
Cui,cytokine_stimulus,T_cell_CD8,TGF-beta-1,100
Cui,cytokine_stimulus,T_cell_CD8,TL1A,100
Cui,cytokine_stimulus,T_cell_CD8,TNFa,100
Cui,cytokine_stimulus,T_cell_CD8,TPO,100
Cui,cytokine_stimulus,T_cell_CD8,TRAIL,100
Cui,cytokine_stimulus,T_cell_CD8,TSLP,100
Cui,cytokine_stimulus,T_cell_CD8,TWEAK,100
Cui,cytokine_stimulus,T_cell_CD8,VEGF,100
Cui,cytokine_stimulus,T_cell_gd,41BBL,100
Cui,cytokine_stimulus,T_cell_gd,APRIL,100
Cui,cytokine_stimulus,T_cell_gd,Adiponectin,100
Cui,cytokine_stimulus,T_cell_gd,BAFF,100
Cui,cytokine_stimulus,T_cell_gd,C3a,100
Cui,cytokine_stimulus,T_cell_gd,C5a,100
Cui,cytokine_stimulus,T_cell_gd,CD27L,100
Cui,cytokine_stimulus,T_cell_gd,CD30L,100
Cui,cytokine_stimulus,T_cell_gd,CD40L,100
Cui,cytokine_stimulus,T_cell_gd,Cardiotrophin-1,100
Cui,cytokine_stimulus,T_cell_gd,Decorin,100
Cui,cytokine_stimulus,T_cell_gd,EGF,100
Cui,cytokine_stimulus,T_cell_gd,FGF-basic,100
Cui,cytokine_stimulus,T_cell_gd,FasL,100
Cui,cytokine_stimulus,T_cell_gd,Flt3l,100
Cui,cytokine_stimulus,T_cell_gd,G-CSF,100
Cui,cytokine_stimulus,T_cell_gd,GDNF,100
Cui,cytokine_stimulus,T_cell_gd,GITRL,100
Cui,cytokine_stimulus,T_cell_gd,GM-CSF,100
Cui,cytokine_stimulus,T_cell_gd,HGF,100
Cui,cytokine_stimulus,T_cell_gd,IFNa1,100
Cui,cytokine_stimulus,T_cell_gd,IFNb,100
Cui,cytokine_stimulus,T_cell_gd,IFNe,100
Cui,cytokine_stimulus,T_cell_gd,IFNg,100
Cui,cytokine_stimulus,T_cell_gd,IFNk,100
Cui,cytokine_stimulus,T_cell_gd,IFNl2,100
Cui,cytokine_stimulus,T_cell_gd,IGF-I,100
Cui,cytokine_stimulus,T_cell_gd,IL-Y,100
Cui,cytokine_stimulus,T_cell_gd,IL10,100
Cui,cytokine_stimulus,T_cell_gd,IL11,100
Cui,cytokine_stimulus,T_cell_gd,IL12,100
Cui,cytokine_stimulus,T_cell_gd,IL13,100
Cui,cytokine_stimulus,T_cell_gd,IL15,100
Cui,cytokine_stimulus,T_cell_gd,IL17A,100
Cui,cytokine_stimulus,T_cell_gd,IL17B,100
Cui,cytokine_stimulus,T_cell_gd,IL17C,100
Cui,cytokine_stimulus,T_cell_gd,IL17D,100
Cui,cytokine_stimulus,T_cell_gd,IL17E,100
Cui,cytokine_stimulus,T_cell_gd,IL17F,100
Cui,cytokine_stimulus,T_cell_gd,IL18,100
Cui,cytokine_stimulus,T_cell_gd,IL19,100
Cui,cytokine_stimulus,T_cell_gd,IL1a,100
Cui,cytokine_stimulus,T_cell_gd,IL1b,100
Cui,cytokine_stimulus,T_cell_gd,IL1ra,100
Cui,cytokine_stimulus,T_cell_gd,IL2,100
Cui,cytokine_stimulus,T_cell_gd,IL20,100
Cui,cytokine_stimulus,T_cell_gd,IL21,100
Cui,cytokine_stimulus,T_cell_gd,IL22,100
Cui,cytokine_stimulus,T_cell_gd,IL23,100
Cui,cytokine_stimulus,T_cell_gd,IL24,100
Cui,cytokine_stimulus,T_cell_gd,IL27,100
Cui,cytokine_stimulus,T_cell_gd,IL3,100
Cui,cytokine_stimulus,T_cell_gd,IL30,100
Cui,cytokine_stimulus,T_cell_gd,IL31,100
Cui,cytokine_stimulus,T_cell_gd,IL33,100
Cui,cytokine_stimulus,T_cell_gd,IL34,100
Cui,cytokine_stimulus,T_cell_gd,IL36RA,100
Cui,cytokine_stimulus,T_cell_gd,IL36a,100
Cui,cytokine_stimulus,T_cell_gd,IL4,100
Cui,cytokine_stimulus,T_cell_gd,IL5,100
Cui,cytokine_stimulus,T_cell_gd,IL6,100
Cui,cytokine_stimulus,T_cell_gd,IL7,100
Cui,cytokine_stimulus,T_cell_gd,IL9,100
Cui,cytokine_stimulus,T_cell_gd,LIF,100
Cui,cytokine_stimulus,T_cell_gd,LIGHT,100
Cui,cytokine_stimulus,T_cell_gd,LTA1-B2,100
Cui,cytokine_stimulus,T_cell_gd,LTA2-B1,100
Cui,cytokine_stimulus,T_cell_gd,Leptin,100
Cui,cytokine_stimulus,T_cell_gd,M-CSF,100
Cui,cytokine_stimulus,T_cell_gd,Neuropoietin,100
Cui,cytokine_stimulus,T_cell_gd,Noggin,100
Cui,cytokine_stimulus,T_cell_gd,OSM,100
Cui,cytokine_stimulus,T_cell_gd,OX40L,100
Cui,cytokine_stimulus,T_cell_gd,Persephin,100
Cui,cytokine_stimulus,T_cell_gd,Prolactin,100
Cui,cytokine_stimulus,T_cell_gd,RANKL,100
Cui,cytokine_stimulus,T_cell_gd,Resistin,100
Cui,cytokine_stimulus,T_cell_gd,SCF,100
Cui,cytokine_stimulus,T_cell_gd,TGF-beta-1,100
Cui,cytokine_stimulus,T_cell_gd,TL1A,100
Cui,cytokine_stimulus,T_cell_gd,TNFa,100
Cui,cytokine_stimulus,T_cell_gd,TPO,100
Cui,cytokine_stimulus,T_cell_gd,TRAIL,100
Cui,cytokine_stimulus,T_cell_gd,TSLP,100
Cui,cytokine_stimulus,T_cell_gd,TWEAK,100
Cui,cytokine_stimulus,T_cell_gd,VEGF,100
Cui,cytokine_stimulus,Treg,41BBL,100
Cui,cytokine_stimulus,Treg,APRIL,100
Cui,cytokine_stimulus,Treg,Adiponectin,100
Cui,cytokine_stimulus,Treg,BAFF,100
Cui,cytokine_stimulus,Treg,C3a,100
Cui,cytokine_stimulus,Treg,C5a,100
Cui,cytokine_stimulus,Treg,CD27L,100
Cui,cytokine_stimulus,Treg,CD30L,100
Cui,cytokine_stimulus,Treg,CD40L,100
Cui,cytokine_stimulus,Treg,Cardiotrophin-1,100
Cui,cytokine_stimulus,Treg,Decorin,100
Cui,cytokine_stimulus,Treg,EGF,100
Cui,cytokine_stimulus,Treg,FGF-basic,100
Cui,cytokine_stimulus,Treg,FasL,100
Cui,cytokine_stimulus,Treg,Flt3l,100
Cui,cytokine_stimulus,Treg,G-CSF,100
Cui,cytokine_stimulus,Treg,GDNF,100
Cui,cytokine_stimulus,Treg,GITRL,100
Cui,cytokine_stimulus,Treg,GM-CSF,100
Cui,cytokine_stimulus,Treg,HGF,100
Cui,cytokine_stimulus,Treg,IFNa1,100
Cui,cytokine_stimulus,Treg,IFNb,100
Cui,cytokine_stimulus,Treg,IFNe,100
Cui,cytokine_stimulus,Treg,IFNg,100
Cui,cytokine_stimulus,Treg,IFNk,100
Cui,cytokine_stimulus,Treg,IFNl2,100
Cui,cytokine_stimulus,Treg,IGF-I,100
Cui,cytokine_stimulus,Treg,IL-Y,100
Cui,cytokine_stimulus,Treg,IL10,100
Cui,cytokine_stimulus,Treg,IL11,100
Cui,cytokine_stimulus,Treg,IL12,100
Cui,cytokine_stimulus,Treg,IL13,100
Cui,cytokine_stimulus,Treg,IL15,100
Cui,cytokine_stimulus,Treg,IL17A,100
Cui,cytokine_stimulus,Treg,IL17B,100
Cui,cytokine_stimulus,Treg,IL17C,100
Cui,cytokine_stimulus,Treg,IL17D,100
Cui,cytokine_stimulus,Treg,IL17E,100
Cui,cytokine_stimulus,Treg,IL17F,100
Cui,cytokine_stimulus,Treg,IL18,100
Cui,cytokine_stimulus,Treg,IL19,100
Cui,cytokine_stimulus,Treg,IL1a,100
Cui,cytokine_stimulus,Treg,IL1b,100
Cui,cytokine_stimulus,Treg,IL1ra,100
Cui,cytokine_stimulus,Treg,IL2,100
Cui,cytokine_stimulus,Treg,IL20,100
Cui,cytokine_stimulus,Treg,IL21,100
Cui,cytokine_stimulus,Treg,IL22,100
Cui,cytokine_stimulus,Treg,IL23,100
Cui,cytokine_stimulus,Treg,IL24,100
Cui,cytokine_stimulus,Treg,IL27,100
Cui,cytokine_stimulus,Treg,IL3,100
Cui,cytokine_stimulus,Treg,IL30,100
Cui,cytokine_stimulus,Treg,IL31,100
Cui,cytokine_stimulus,Treg,IL33,100
Cui,cytokine_stimulus,Treg,IL34,100
Cui,cytokine_stimulus,Treg,IL36RA,100
Cui,cytokine_stimulus,Treg,IL36a,100
Cui,cytokine_stimulus,Treg,IL4,100
Cui,cytokine_stimulus,Treg,IL5,100
Cui,cytokine_stimulus,Treg,IL6,100
Cui,cytokine_stimulus,Treg,IL7,100
Cui,cytokine_stimulus,Treg,IL9,100
Cui,cytokine_stimulus,Treg,LIF,100
Cui,cytokine_stimulus,Treg,LIGHT,100
Cui,cytokine_stimulus,Treg,LTA1-B2,100
Cui,cytokine_stimulus,Treg,LTA2-B1,100
Cui,cytokine_stimulus,Treg,Leptin,100
Cui,cytokine_stimulus,Treg,M-CSF,100
Cui,cytokine_stimulus,Treg,Neuropoietin,100
Cui,cytokine_stimulus,Treg,Noggin,100
Cui,cytokine_stimulus,Treg,OSM,100
Cui,cytokine_stimulus,Treg,OX40L,100
Cui,cytokine_stimulus,Treg,Persephin,100
Cui,cytokine_stimulus,Treg,Prolactin,100
Cui,cytokine_stimulus,Treg,RANKL,100
Cui,cytokine_stimulus,Treg,Resistin,100
Cui,cytokine_stimulus,Treg,SCF,100
Cui,cytokine_stimulus,Treg,TGF-beta-1,100
Cui,cytokine_stimulus,Treg,TL1A,100
Cui,cytokine_stimulus,Treg,TNFa,100
Cui,cytokine_stimulus,Treg,TPO,100
Cui,cytokine_stimulus,Treg,TRAIL,100
Cui,cytokine_stimulus,Treg,TSLP,100
Cui,cytokine_stimulus,Treg,TWEAK,100
Cui,cytokine_stimulus,Treg,VEGF,100
