runtime_dir,dataset_names,n_records,n_task_groups,n_predictors,predictors,n_unique_true_effect_keys,n_unique_predicted_effect_keys,strict_status,strict_issue_count,strict_issues
runtime/e22_generator_strict_smoke_20260707,Haber,240,120,2,"ContextSimBaseline,V0StrongBaseline",120,240,pass,0,
