seed,model,best_epoch,best_validation_mse,pretrained_tensors,n_go_edges,n_coexpression_edges
3407,scGPT,4,0.023234967204431693,129,,
3407,GEARS,9,0.022991132022192082,,1232,4766
3408,scGPT,1,0.023353721139331658,129,,
3408,GEARS,4,0.023013315163552761,,1232,4766
3409,scGPT,2,0.023245949639628331,129,,
3409,GEARS,19,0.022824422176927327,,1232,4766
