culture_condition,predictor_name,n_tasks,all_finite,n_unique_vectors,max_repeat_fraction,max_coordinate_std,passed
Rest,scGPT_seed3407,200,True,200,0.0050000000000000001,0.00059608593130944438,True
Rest,scGPT_seed3408,200,True,200,0.0050000000000000001,0.0010527509270189103,True
Rest,scGPT_seed3409,200,True,200,0.0050000000000000001,0.00074366877362992885,True
Rest,GEARS_seed3407,200,True,200,0.0050000000000000001,0.16818819061520576,True
Rest,GEARS_seed3408,200,True,200,0.0050000000000000001,0.13208293104452756,True
Rest,GEARS_seed3409,200,True,200,0.0050000000000000001,0.15899641456331171,True
Rest,scGPT_seed_mean,200,True,200,0.0050000000000000001,0.00046938162505543433,True
Rest,GEARS_seed_mean,200,True,200,0.0050000000000000001,0.13057567475468179,True
Stim8hr,scGPT_seed3407,200,True,200,0.0050000000000000001,0.00048139392160287538,True
Stim8hr,scGPT_seed3408,200,True,200,0.0050000000000000001,0.0010431264536641259,True
Stim8hr,scGPT_seed3409,200,True,200,0.0050000000000000001,0.00092173849658315856,True
Stim8hr,GEARS_seed3407,200,True,200,0.0050000000000000001,0.16818480803348379,True
Stim8hr,GEARS_seed3408,200,True,200,0.0050000000000000001,0.13211791170746345,True
Stim8hr,GEARS_seed3409,200,True,200,0.0050000000000000001,0.15894349258821847,True
Stim8hr,scGPT_seed_mean,200,True,200,0.0050000000000000001,0.00037827344450000992,True
Stim8hr,GEARS_seed_mean,200,True,200,0.0050000000000000001,0.13054098188275251,True
Stim48hr,scGPT_seed3407,200,True,200,0.0050000000000000001,0.0006121112721052752,True
Stim48hr,scGPT_seed3408,200,True,200,0.0050000000000000001,0.00099759329994142886,True
Stim48hr,scGPT_seed3409,200,True,200,0.0050000000000000001,0.0007742066077638689,True
Stim48hr,GEARS_seed3407,200,True,200,0.0050000000000000001,0.16818819465937554,True
Stim48hr,GEARS_seed3408,200,True,200,0.0050000000000000001,0.13208293036899921,True
Stim48hr,GEARS_seed3409,200,True,200,0.0050000000000000001,0.15899641543571119,True
Stim48hr,scGPT_seed_mean,200,True,200,0.0050000000000000001,0.00039931830618956894,True
Stim48hr,GEARS_seed_mean,200,True,200,0.0050000000000000001,0.13057567475789733,True
