culture_condition,stratum,n_tasks,all_finite,n_levels,std,passed
Rest,all_200,200,True,200,1.2534215729017488,True
Rest,seen_160,160,True,160,1.2720166487504556,True
Stim8hr,all_200,200,True,200,1.2406510548000218,True
Stim8hr,seen_160,160,True,160,1.2619354409141343,True
Stim48hr,all_200,200,True,200,1.2374918945724025,True
Stim48hr,seen_160,160,True,160,1.260859104183703,True
