culture_condition,stratum,n_tasks,spearman_3407_3408,spearman_3407_3409,spearman_3408_3409,median_pairwise_spearman,kendall_w,bootstrap_valid,bootstrap_ci95_lower,bootstrap_ci95_upper,passed
Rest,all_200,200,0.67047776194404862,0.78883522088052205,0.60798019950498772,0.67047776194404862,0.79273181829545736,2000,0.58706769339390563,0.74206524002204421,True
Rest,seen_160,160,0.4839710535567795,0.68502285245517403,0.39047521387554202,0.4839710535567795,0.67988202664166564,2000,0.35771400139839071,0.60724812069401057,False
Stim8hr,all_200,200,0.66518712967824201,0.78526513162829081,0.59583139578489464,0.66518712967824201,0.78806303490920604,2000,0.57630074695351785,0.73815912798238248,True
Stim8hr,seen_160,160,0.47238075706082272,0.67285831477792102,0.37960564865815072,0.47238075706082272,0.67218771566597657,2000,0.34410931786798743,0.60065798932419745,False
Stim48hr,all_200,200,0.66073501837545945,0.78225005625140642,0.59620340508512726,0.66073501837545945,0.78648632882488734,2000,0.56649213186984637,0.73622903052723132,True
Stim48hr,seen_160,160,0.46488632368451893,0.66856029532403605,0.37888198757763975,0.46488632368451893,0.66940635701915441,2000,0.33156556505228674,0.59164403281517108,False
