stratum,n_targets,n_tasks,n_panel_state_units,observed_equal_panel_state_delta,bootstrap_draws,bootstrap_seed,bootstrap_ci95_lower,bootstrap_ci95_upper,permutation_draws,permutation_seed,permutation_p_one_sided,permutation_null_mean,permutation_null_std,permutation_null_sha256_float64
all_800,800,2400,12,-0.00028481819014797408,10000,2026071821,-0.0023939275130913608,0.0018050712100971321,100000,2026071822,0.55096449035509643,-6.3686923553501338e-06,0.0021644048433499749,a37abfd5d0c83fb47d0b4d01d077d71b0e70313ccdc6d09c6981684e3c671b6b
seen_640,640,1920,12,0.00025521376438210921,10000,2026071821,-0.0012421171021489599,0.0016109979737878183,100000,2026071822,0.45743542564574352,8.0824292102656124e-06,0.0023446394897560113,aef28514941fe36fb23217fcfaac517c060df8246481312d12fb2ffb11ec66ef
