dataset_name,simple_combined_confidence_aligned_rho,simple_combined_confidence_risk_cov_80_improve_pct,learned_risk_score_aligned_rho,learned_risk_score_risk_cov_80_improve_pct,historical_residual_risk_aligned_rho,historical_residual_risk_risk_cov_80_improve_pct,model_disagreement_risk_aligned_rho,model_disagreement_risk_risk_cov_80_improve_pct
sciplex3_official_3cell,0.6743173125922279,18.78568515560992,0.8907436061203022,18.73731117073114,0.1208934572272821,3.758676251234129,0.6921376713733933,18.738595753690028
