dataset_name,predictor_name,score_name,score_type,coverage,n_kept,mean_rmse,median_rmse,full_mean_rmse,rmse_delta_vs_full
sciplex3_official_3cell,ContextSimBaseline,context_similarity_score,confidence,1.0,2229,0.060244327563652146,0.049153139775847045,0.060244327563652146,0.0
sciplex3_official_3cell,ContextSimBaseline,context_similarity_score,confidence,0.9,2007,0.06040634507786156,0.049076632035580214,0.060244327563652146,-0.00016201751420941157
sciplex3_official_3cell,ContextSimBaseline,context_similarity_score,confidence,0.8,1784,0.06046817382285057,0.04906842824775668,0.060244327563652146,-0.00022384625919842638
sciplex3_official_3cell,ContextSimBaseline,context_similarity_score,confidence,0.7,1561,0.060298476111677046,0.04919871558332351,0.060244327563652146,-5.4148548024900156e-05
sciplex3_official_3cell,ContextSimBaseline,context_similarity_score,confidence,0.6,1338,0.059741456277805506,0.04906022445993315,0.060244327563652146,0.00050287128584664
sciplex3_official_3cell,ContextSimBaseline,context_similarity_score,confidence,0.5,1115,0.05977477783006847,0.04940687780108483,0.060244327563652146,0.00046954973358367263
sciplex3_official_3cell,ContextSimBaseline,historical_residual_risk,risk,1.0,2229,0.060244327563652146,0.049153139775847045,0.060244327563652146,0.0
sciplex3_official_3cell,ContextSimBaseline,historical_residual_risk,risk,0.9,2007,0.05675174288642021,0.04779490500907522,0.060244327563652146,0.003492584677231937
sciplex3_official_3cell,ContextSimBaseline,historical_residual_risk,risk,0.8,1784,0.058052552966937614,0.048381026489481074,0.060244327563652146,0.0021917745967145325
sciplex3_official_3cell,ContextSimBaseline,historical_residual_risk,risk,0.7,1561,0.059933279952300286,0.04948582297002627,0.060244327563652146,0.0003110476113518598
sciplex3_official_3cell,ContextSimBaseline,historical_residual_risk,risk,0.6,1338,0.05888652399539615,0.04882939421160423,0.060244327563652146,0.0013578035682559955
sciplex3_official_3cell,ContextSimBaseline,historical_residual_risk,risk,0.5,1115,0.05741104822846202,0.04820039428861947,0.060244327563652146,0.0028332793351901267
sciplex3_official_3cell,ContextSimBaseline,learned_risk_score,risk,1.0,2229,0.060244327563652146,0.049153139775847045,0.060244327563652146,0.0
sciplex3_official_3cell,ContextSimBaseline,learned_risk_score,risk,0.9,2007,0.05211244822484159,0.04768979444271225,0.060244327563652146,0.008131879338810558
sciplex3_official_3cell,ContextSimBaseline,learned_risk_score,risk,0.8,1784,0.04872547543574606,0.04580035322815514,0.060244327563652146,0.011518852127906085
sciplex3_official_3cell,ContextSimBaseline,learned_risk_score,risk,0.7,1561,0.046146527614179346,0.0444995280978683,0.060244327563652146,0.0140977999494728
sciplex3_official_3cell,ContextSimBaseline,learned_risk_score,risk,0.6,1338,0.0445338824901609,0.04321477710514715,0.060244327563652146,0.015710445073491244
sciplex3_official_3cell,ContextSimBaseline,learned_risk_score,risk,0.5,1115,0.04298149902543971,0.04201859447916157,0.060244327563652146,0.017262828538212434
sciplex3_official_3cell,ContextSimBaseline,model_disagreement_risk,risk,1.0,2229,0.060244327563652146,0.049153139775847045,0.060244327563652146,0.0
sciplex3_official_3cell,ContextSimBaseline,model_disagreement_risk,risk,0.9,2007,0.05203456275924416,0.04768979444271225,0.060244327563652146,0.008209764804407986
sciplex3_official_3cell,ContextSimBaseline,model_disagreement_risk,risk,0.8,1784,0.04886910832069463,0.0457820944651782,0.060244327563652146,0.011375219242957514
sciplex3_official_3cell,ContextSimBaseline,model_disagreement_risk,risk,0.7,1561,0.04686488235492721,0.04442484243951042,0.060244327563652146,0.013379445208724937
sciplex3_official_3cell,ContextSimBaseline,model_disagreement_risk,risk,0.6,1338,0.04557068576579423,0.04325242931099302,0.060244327563652146,0.014673641797857913
sciplex3_official_3cell,ContextSimBaseline,model_disagreement_risk,risk,0.5,1115,0.04449307000195574,0.04271930150212472,0.060244327563652146,0.01575125756169641
sciplex3_official_3cell,ContextSimBaseline,ood_distance_risk,risk,1.0,2229,0.060244327563652146,0.049153139775847045,0.060244327563652146,0.0
sciplex3_official_3cell,ContextSimBaseline,ood_distance_risk,risk,0.9,2007,0.06174166425722305,0.049970149415004696,0.060244327563652146,-0.001497336693570904
sciplex3_official_3cell,ContextSimBaseline,ood_distance_risk,risk,0.8,1784,0.06291926693291501,0.050946822558716416,0.060244327563652146,-0.0026749393692628645
sciplex3_official_3cell,ContextSimBaseline,ood_distance_risk,risk,0.7,1561,0.06453200041436823,0.051823159955383696,0.060244327563652146,-0.00428767285071608
sciplex3_official_3cell,ContextSimBaseline,ood_distance_risk,risk,0.6,1338,0.06592987764772987,0.05339897373449054,0.060244327563652146,-0.0056855500840777215
sciplex3_official_3cell,ContextSimBaseline,ood_distance_risk,risk,0.5,1115,0.064643790886709,0.052343402013942456,0.060244327563652146,-0.004399463323056858
sciplex3_official_3cell,ContextSimBaseline,perturbation_stability_score,confidence,1.0,1040,0.05441215232124948,0.04441503841544811,0.05441215232124948,0.0
sciplex3_official_3cell,ContextSimBaseline,perturbation_stability_score,confidence,0.9,936,0.05559372803348377,0.04471808020536712,0.05441215232124948,-0.0011815757122342965
sciplex3_official_3cell,ContextSimBaseline,perturbation_stability_score,confidence,0.8,832,0.05698259205667053,0.04548232484243937,0.05441215232124948,-0.002570439735421051
sciplex3_official_3cell,ContextSimBaseline,perturbation_stability_score,confidence,0.7,728,0.058826725436126076,0.04617069971066176,0.05441215232124948,-0.004414573114876599
sciplex3_official_3cell,ContextSimBaseline,perturbation_stability_score,confidence,0.6,624,0.06106606176571388,0.04815097849067246,0.05441215232124948,-0.006653909444464402
sciplex3_official_3cell,ContextSimBaseline,perturbation_stability_score,confidence,0.5,520,0.06469488121532214,0.05074029390891562,0.05441215232124948,-0.010282728894072668
sciplex3_official_3cell,ContextSimBaseline,prediction_magnitude_risk,risk,1.0,2229,0.06024432756365215,0.049153139775847045,0.06024432756365215,0.0
sciplex3_official_3cell,ContextSimBaseline,prediction_magnitude_risk,risk,0.9,2007,0.05254461134879918,0.04787675888878382,0.06024432756365215,0.007699716214852971
sciplex3_official_3cell,ContextSimBaseline,prediction_magnitude_risk,risk,0.8,1784,0.05229428643233725,0.04822395489031291,0.06024432756365215,0.007950041131314901
sciplex3_official_3cell,ContextSimBaseline,prediction_magnitude_risk,risk,0.7,1561,0.05236181128123064,0.04888647226578049,0.06024432756365215,0.007882516282421516
sciplex3_official_3cell,ContextSimBaseline,prediction_magnitude_risk,risk,0.6,1338,0.052823638353793924,0.05002212122169651,0.06024432756365215,0.007420689209858229
